"AtcoCode","TiplocCode","CrsCode","StationName","StationNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"9100PKHMRYC","PKHMRYC","PMR","Peckham Rye Rail Station","","U",534191,176330,"2005-04-25T00:00:00","2007-11-14T16:29:49",2,"rev"
"9100EDMNGRN","EDMNGRN","EDR","Edmonton Green Rail Station","","U",534310,193570,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100TTNHMHL","TTNHMHL","TOM","Tottenham Hale Rail Station","","U",534500,189500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HAKNYNM","HAKNYNM","HAC","Hackney Downs Rail Station","","U",534555,185100,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100ANERLEY","ANERLEY","ANZ","Anerley Rail Station","","U",534605,169900,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100FAMR","FAMR","FMR","Falmer Rail Station","","U",534700,108700,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BTHNLGR","BTHNLGR","BET","Bethnal Green Rail Station","","U",534715,182340,"2003-11-04T00:00:00","2010-06-04T18:47:16",2,"rev"
"9100WCHAPEL","WCHAPEL","ZWL","Whitechapel Rail Station","","U",534715,181845,"2010-02-05T15:59:49","2010-02-16T14:56:50",2,"rev"
"9100CLAPTON","CLAPTON","CPT","Clapton Rail Station","","U",534780,186540,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LONFLDS","LONFLDS","LOF","London Fields Rail Station","","U",534790,184260,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SBURY","SBURY","SBU","Southbury Rail Station","","U",534840,196230,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100CAMHTH","CAMHTH","CBH","Cambridge Heath (London) Rail Station","","U",534850,183240,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100NMBRLPK","NMBRLPK","NUM","Northumberland Park Rail Station","","U",534875,191030,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100HACKNYC","HACKNYC","HKC","Hackney Central Rail Station","","U",534890,184925,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100SHADWEL","SHADWEL","SDE","Shadwell Rail Station","","U",534935,180940,"2010-02-05T15:58:26","2010-02-05T15:58:26",0,"new"
"9100PENEW","PENEW","PNW","Penge West Rail Station","","U",534940,170510,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PCKHMQD","PCKHMQD","QRP","Queens Road Peckham Rail Station","","U",535020,176745,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100WAPPING","WAPPING","WPE","Wapping Rail Station","","U",535025,180175,"2010-02-05T15:59:31","2010-02-05T15:59:31",0,"new"
"9100MWRWSTN","MWRWSTN","MRW","Meridian Water Rail Station","en","U",535061,191940,"2019-05-07T16:06:10","2019-05-07T16:06:10",1,"new"
"9100TURKYST","TURKYST","TUR","Turkey Street Rail Station","","U",535130,198900,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SBRMNDS","SBRMNDS","SBM","South Bermondsey Rail Station","","U",535160,178370,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ANGELRD","ANGELRD","AGR","Angel Road Rail Station","","U",535200,192200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100RTHERHI","RTHERHI","ROE","Rotherhithe Rail Station","","U",535305,179785,"2010-04-12T18:56:02","2010-04-12T18:56:02",0,"new"
"9100BIRKBCK","BIRKBCK","BIK","Birkbeck Rail Station","","U",535335,169000,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100SYDENHM","SYDENHM","SYD","Sydenham Rail Station","","U",535370,171600,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ROYSTON","ROYSTON","RYS","Royston Rail Station","","U",535387,241247,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100NUNHEAD","NUNHEAD","NHD","Nunhead Rail Station","","U",535390,176005,"2005-04-25T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100PNGEE","PNGEE","PNE","Penge East Rail Station","","U",535395,170720,"2005-04-25T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100FORESTH","FORESTH","FOH","Forest Hill Rail Station","","U",535410,172940,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100CNDAW","CNDAW","ZCW","Canada Water Rail Station","","U",535475,179475,"2010-02-05T15:56:10","2010-02-05T15:56:10",0,"new"
"9100SURREYQ","SURREYQ","SQE","Surrey Quays Rail Station","","U",535642,178946,"2010-02-05T15:59:08","2010-02-05T15:59:08",0,"new"
"9100ELMERSE","ELMERSE","ELE","Elmers End Rail Station","","U",535780,168411,"2005-04-25T00:00:00","2014-02-03T18:24:34",1,"rev"
"9100BLCHSRD","BLCHSRD","BHO","Blackhorse Road Rail Station","","U",535800,189345,"2003-11-04T00:00:00","2010-06-04T18:47:16",2,"rev"
"9100HOMRTON","HOMRTON","HMN","Homerton Rail Station","","U",535840,184940,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100HONROPK","HONROPK","HPA","Honor Oak Park Rail Station","","U",535910,174145,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100THBLDSG","THBLDSG","TEO","Theobalds Grove Rail Station","","U",535927,201128,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WLDNGHM","WLDNGHM","WOH","Woldingham Rail Station","","U",535940,156360,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WARE","WARE","WAR","Ware Rail Station","","U",535998,213984,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100KENTHOS","KENTHOS","KTH","Kent House Rail Station","","U",536040,169945,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100PNDRSEN","PNDRSEN","PON","Ponders End Rail Station","","U",536060,195545,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100LIMHSE","LIMHSE","LHS","Limehouse Rail Station","","U",536120,181111,"2005-04-25T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100LEABDGE","LEABDGE","LEB","Lea Bridge Rail Station","","U",536176,187123,"2015-09-29T09:00:00","2015-09-29T09:00:00",1,"rev"
"9100NEWXGEL","NEWXGEL","NXG","New Cross Gate ELL Rail Station","","U",536189,176950,"2010-06-07T18:22:28","2010-06-07T18:22:28",0,"new"
"9100NEWXGTE","NEWXGTE","NXG","New Cross Gate Rail Station","","U",536190,176950,"2005-04-25T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100GODSTON","GODSTON","GDN","Godstone Rail Station","","U",536277,148357,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BRIMSDN","BRIMSDN","BMD","Brimsdown Rail Station","","U",536315,197035,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100CLOCKHS","CLOCKHS","CLK","Clock House Rail Station","","U",536370,169550,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100STJMSST","STJMSST","SJS","St James Street (London) Rail Station","","U",536393,188735,"2003-11-04T00:00:00","2010-07-05T19:26:59",3,"rev"
"9100BROCKLY","BROCKLY","BCY","Brockley Rail Station","","U",536420,175790,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100PLMPTON","PLMPTON","PMP","Plumpton Rail Station","","U",536420,116148,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ENFLDLK","ENFLDLK","ENL","Enfield Lock Rail Station","","U",536427,198745,"2005-04-25T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100CFPK","CFPK","CFT","Crofton Park Rail Station","","U",536520,174740,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WALHAMX","WALHAMX","WLC","Waltham Cross Rail Station","","U",536521,200321,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CHESHNT","CHESHNT","CHN","Cheshunt Rail Station","","U",536647,202307,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100NBCKNHM","NBCKNHM","NBC","New Beckenham Rail Station","","U",536720,170470,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100NWCRELL","NWCRELL","NWX","New Cross ELL Rail Station","","U",536739,177100,"2010-06-07T18:22:28","2010-06-07T18:22:28",0,"new"
"9100NWCROSS","NWCROSS","NWX","New Cross Rail Station","","U",536740,177100,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100LSYDNHM","LSYDNHM","LSY","Lower Sydenham Rail Station","","U",536830,171370,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WLTHQRD","WLTHQRD","WMW","Walthamstow Queens Road Rail Station","","U",537020,188810,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HACKNYW","HACKNYW","HKW","Hackney Wick Rail Station","","U",537060,184572,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100DEPTFD","DEPTFD","DEP","Deptford Rail Station","","U",537160,177390,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CATFORD","CATFORD","CTF","Catford Rail Station","","U",537260,173560,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WLTWCEN","WLTWCEN","WHC","Walthamstow Central Rail Station","","U",537295,188975,"2005-04-25T00:00:00","2008-10-07T09:30:46",2,"rev"
"9100CATFBDG","CATFBDG","CFB","Catford Bridge Rail Station","","U",537365,173600,"2005-04-25T00:00:00","2010-09-06T16:58:37",2,"rev"
"9100BCKNMJC","BCKNMJC","BKJ","Beckenham Junction Rail Station","","U",537380,169865,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100BCKNHMJ","BCKNHMJ","BKJ","Beckenham Junction Rail Station","","U",537395,169850,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100BROXBRN","BROXBRN","BXB","Broxbourne Rail Station","","U",537403,207228,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100EDPK","EDPK","EDN","Eden Park Rail Station","","U",537420,167520,"2003-11-04T00:00:00","2010-09-06T16:58:37",3,"rev"
"9100STJOHNS","STJOHNS","SAJ","St Johns (London) Rail Station","","U",537435,176345,"2003-11-04T00:00:00","2010-07-29T14:58:21",3,"rev"
"9100LDYW","LDYW","LAD","Ladywell Rail Station","","U",537730,174890,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100MELDRTH","MELDRTH","MEL","Meldreth Rail Station","","U",537730,245500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BELNGHM","BELNGHM","BGM","Bellingham Rail Station","","U",537780,172295,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100BCKNHMH","BCKNHMH","BEC","Beckenham Hill Rail Station","","U",538040,171375,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100LEWISHM","LEWISHM","LEW","Lewisham Rail Station","","U",538050,175950,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GNWH","GNWH","GNW","Greenwich Rail Station","","U",538060,177335,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100SMARGRT","SMARGRT","SMT","St Margarets (Herts) Rail Station","","U",538131,211803,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LEYTNMR","LEYTNMR","LEM","Leyton Midland Road Rail Station","","U",538150,187530,"2005-04-25T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100STFODOM","STFODOM","SFA","Stratford International Rail Station","","U",538175,184760,"2009-11-16T15:23:05","2009-11-16T15:23:05",0,"new"
"9100WWICKHM","WWICKHM","WWI","West Wickham Rail Station","","U",538276,166565,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100RYEHOUS","RYEHOUS","RYH","Rye House Rail Station","","U",538488,209762,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WDST","WDST","WST","Wood Street Rail Station","","U",538490,189415,"2005-04-25T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100STFD","STFD","SRA","Stratford (London) Rail Station","","U",538557,184444,"2003-11-04T00:00:00","2009-10-05T17:34:50",2,"rev"
"9100HGHMSPK","HGHMSPK","HIP","Highams Park Rail Station","","U",538575,191840,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100RBRN","RBRN","RVB","Ravensbourne Rail Station","","U",538655,170235,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100EGRNSTD","EGRNSTD","EGR","East Grinstead Rail Station","","U",538800,138200,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100HTHRGRN","HTHRGRN","HGR","Hither Green Rail Station","","U",539000,174455,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100MAZEH","MAZEH","MZH","Maze Hill Rail Station","","U",539175,177865,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100MRYLAND","MRYLAND","MYL","Maryland Rail Station","","U",539183,184927,"2003-11-04T00:00:00","2009-03-30T16:45:31",2,"rev"
"9100SHPRTH","SHPRTH","STH","Shepreth Rail Station","","U",539190,248150,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CHINGFD","CHINGFD","CHI","Chingford Rail Station","","U",539200,194610,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WHAMHL","WHAMHL","WEH","West Ham Rail Station","","U",539210,182970,"2005-04-25T00:00:00","2010-06-04T18:47:16",3,"rev"
"9100LYTNSHR","LYTNSHR","LER","Leytonstone High Road Rail Station","","U",539310,186875,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100OXTED","OXTED","OXT","Oxted Rail Station","","U",539317,152862,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100OXTEDBY","OXTEDBY","OXT","Oxted Rail Station","","U",539318,152862,"2005-04-21T00:00:00","2007-11-14T16:29:23",2,"rev"
"9100SHRTLND","SHRTLND","SRT","Shortlands Rail Station","","U",539330,169320,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100LINGFLD","LINGFLD","LFD","Lingfield Rail Station","","U",539400,143800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BLKHTH","BLKHTH","BKH","Blackheath Rail Station","","U",539640,176005,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100DORMANS","DORMANS","DMS","Dormans Rail Station","","U",539662,141508,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HRSTGRN","HRSTGRN","HUR","Hurst Green Rail Station","","U",539970,151380,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LEEE","LEEE","LEE","Lee Rail Station","","U",540010,174230,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100HAYS","HAYS","HYS","Hayes (Kent) Rail Station","","U",540030,166060,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100COKSBDG","COKSBDG","CBR","Cooksbridge Rail Station","","U",540077,113474,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WCOMBEP","WCOMBEP","WCB","Westcombe Park Rail Station","","U",540245,178070,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100BROMLYN","BROMLYN","BMN","Bromley North Rail Station","","U",540380,169630,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100BROMLYS","BROMLYS","BMS","Bromley South Rail Station","","U",540430,168702,"2003-11-04T00:00:00","2010-02-10T16:24:30",2,"rev"
"9100FRSTGT","FRSTGT","FOG","Forest Gate Rail Station","","U",540458,185335,"2003-11-04T00:00:00","2006-12-04T09:04:20",2,"rev"
"9100WNSTDPK","WNSTDPK","WNP","Wanstead Park Rail Station","","U",540580,185590,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ROYDON","ROYDON","RYN","Roydon Rail Station","","U",540582,210496,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GRVPK","GRVPK","GRP","Grove Park Rail Station","","U",540640,172145,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100SNDP","SNDP","SUP","Sundridge Park Rail Station","","U",540673,170245,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100FOXTON","FOXTON","FXN","Foxton Rail Station","","U",540885,248760,"2003-11-04T00:00:00","2011-09-30T14:47:28",2,"rev"
"9100KIDBROK","KIDBROK","KDB","Kidbrooke Rail Station","","U",540945,175632,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100CRLN","CRLN","CTN","Charlton Rail Station","","U",541130,178385,"2005-04-25T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100LEWES","LEWES","LWS","Lewes Rail Station","","U",541621,109830,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WDGRNPK","WDGRNPK","WGR","Woodgrange Park Rail Station","","U",541850,185355,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100MRCH","MRCH","MCH","March Rail Station","","U",541857,297838,"2003-11-04T00:00:00","2007-02-13T17:06:21",4,"rev"
"9100MANRPK","MANRPK","MNP","Manor Park Rail Station","","U",541973,185716,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100SESABUS","SESABUS ","ZBU","Southease - Piddinghoe Road","","U",542202,105283,"2017-07-25T00:00:00","2017-07-25T00:00:00",0,"new"
"9100ELMW","ELMW","ESD","Elmstead Woods Rail Station","","U",542250,170660,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BICKLEY","BICKLEY","BKL","Bickley Rail Station","","U",542370,168770,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100MOTNGHM","MOTNGHM","MTG","Mottingham Rail Station","","U",542580,173240,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100ELTHAM","ELTHAM","ELW","Eltham Rail Station","","U",542700,174960,"2005-04-25T00:00:00","2010-05-14T17:36:24",3,"rev"
"9100WOLWCDY","WOLWCDY","WWD","Woolwich Dockyard Rail Station","","U",542740,178910,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SESARDM","SESARDM","SEE","Southease Rail Station","","U",543100,105490,"2003-11-04T00:00:00","2010-12-03T19:25:29",2,"rev"
"9100CHSLHRS","CHSLHRS","CIT","Chislehurst Rail Station","","U",543200,169400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ILFORD","ILFORD","IFD","Ilford Rail Station","","U",543570,186500,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100WOLWCHA","WOLWCHA","WWA","Woolwich Arsenal Rail Station","","U",543754,178803,"2003-11-04T00:00:00","2009-09-25T13:44:55",2,"rev"
"9100NWELTHM","NWELTHM","NEH","New Eltham Rail Station","","U",544010,173040,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100EDNB","EDNB","EBR","Edenbridge Rail Station","","U",544040,147487,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100BARKING","BARKING","BKG","Barking Rail Station","","U",544410,184340,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100PETSWD","PETSWD","PET","Petts Wood Rail Station","","U",544440,167550,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100EDNT","EDNT","EBT","Edenbridge Town Rail Station","","U",544522,146571,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100FALCNWD","FALCNWD","FCN","Falconwood Rail Station","","U",544553,175403,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100HRLWTWN","HRLWTWN","HWN","Harlow Town Rail Station","","U",544626,211232,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100PLMS","PLMS","PLU","Plumstead Rail Station","","U",544800,178820,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ILFENBP","ILFENBP","NRC","Newbury Park Station","","U",544906,188310,"2017-07-25T00:00:00","2017-07-25T00:00:00",0,"new"
"9100NEWHVNT","NEWHVNT","NVN","Newhaven Town Rail Station","","U",544924,101489,"2005-04-21T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100NEWHVNH","NEWHVNH","NVH","Newhaven Harbour Rail Station","","U",544943,100926,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SVNKNGS","SVNKNGS","SVK","Seven Kings Rail Station","","U",545455,187100,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100ORPNGTN","ORPNGTN","ORP","Orpington Rail Station","","U",545505,165875,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100GLYNDE","GLYNDE","GLY","Glynde Rail Station","","U",545790,108670,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WELLING","WELLING","WLI","Welling Rail Station","","U",546090,176075,"2005-04-25T00:00:00","2010-06-04T18:47:16",2,"rev"
"9100CAMBDGE","CAMBDGE","CBG","Cambridge Rail Station","","U",546195,257245,"2003-11-04T00:00:00","2008-02-04T08:03:14",2,"rev"
"9100SIDCUP","SIDCUP","SID","Sidcup Rail Station","","U",546335,172640,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100GODMAYS","GODMAYS","GMY","Goodmayes Rail Station","","U",546400,187300,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100SHELFD","SHELFD","SED","Shelford (Cambs) Rail Station","","U",546516,252219,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100HEVER","HEVER","HEV","Hever Rail Station","","U",546530,144550,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100STMRYC","STMRYC","SMY","St Mary Cray Rail Station","","U",546640,168295,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100BSSN","BSSN","BIP","Bishopstone Rail Station","","U",546930,99908,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CHLSFLD","CHLSFLD","CLD","Chelsfield Rail Station","","U",546950,164020,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HRLWMIL","HRLWMIL","HWM","Harlow Mill Rail Station","","U",547160,212340,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100TCULVRT","TCULVRT","TPC","Thorpe Culvert Rail Station","","U",547275,360695,"2003-11-04T00:00:00","2011-05-23T18:36:02",2,"rev"
"9100UCKFILD","UCKFILD","UCK","Uckfield Rail Station","","U",547295,120905,"2005-04-21T00:00:00","2010-12-20T15:37:54",4,"rev"
"9100ABWD","ABWD","ABW","Abbey Wood (London) Rail Station","","U",547374,179035,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100CAMBNTH","CAMBNTH","CMB","Cambridge North Rail Station","","U",547531,260670,"2017-09-03T00:00:00","2017-09-03T00:00:00",0,"new"
"9100CHDWLHT","CHDWLHT","CTH","Chadwell Heath Rail Station","","U",547650,187610,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100COWDEN","COWDEN","CWN","Cowden Rail Station","","U",547658,141714,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ALBNYPK","ALBNYPK","AYP","Albany Park Rail Station","","U",547855,172860,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100MANEA","MANEA","MNE","Manea Rail Station","","U",547928,291110,"2005-04-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100SEAFORD","SEAFORD","SEF","Seaford Rail Station","","U",548178,99131,"2005-04-21T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100BXLYHTH","BXLYHTH","BXH","Bexleyheath Rail Station","","U",548320,175995,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100WTLESFD","WTLESFD","WLF","Whittlesford Parkway Rail Station","","U",548420,247240,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100KNCKHLT","KNCKHLT","KCK","Knockholt Rail Station","","U",548500,162900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DGNHMDC","DGNHMDC","DDK","Dagenham Dock Rail Station","","U",548975,182980,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100SBDGWTH","SBDGWTH","SAW","Sawbridgeworth Rail Station","","U",549019,215064,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BSHPSFD","BSHPSFD","BIS","Bishops Stortford Rail Station","","U",549155,220894,"2005-04-21T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100BEXLEY","BEXLEY","BXY","Bexley Rail Station","","U",549380,173435,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100BELVEDR","BELVEDR","BVD","Belvedere Rail Station","","U",549515,179215,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100BXTD","BXTD","BXD","Buxted Rail Station","","U",549688,123341,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WAINFLT","WAINFLT","WFL","Wainfleet Rail Station","","U",549700,358770,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WATBECH","WATBECH","WBC","Waterbeach Rail Station","","U",550020,264955,"2003-11-04T00:00:00","2011-09-30T14:47:28",2,"rev"
"9100BRNHRST","BRNHRST","BNH","Barnehurst Rail Station","","U",550115,176210,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100GTCHSFD","GTCHSFD","GRC","Great Chesterford Rail Station","","U",550478,242429,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ASHURST","ASHURST","AHS","Ashurst (Kent) Rail Station","","U",550726,138801,"2005-04-21T00:00:00","2008-05-14T16:54:22",2,"rev"
"9100SWLY","SWLY","SAY","Swanley Rail Station","","U",551016,168271,"2003-11-04T00:00:00","2006-11-24T15:29:01",2,"rev"
"9100ERITH","ERITH","ERH","Erith Rail Station","","U",551130,178100,"2003-11-04T00:00:00","2010-05-14T17:37:23",2,"rev"
"9100ROMFORD","ROMFORD","RMF","Romford Rail Station","","U",551389,188476,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100STANMFC","STANMFC","SST","Stansted Mountfitchet Rail Station","","U",551440,224830,"2005-04-21T00:00:00","2010-10-06T16:45:11",2,"rev"
"9100DTNG","DTNG","DNG","Dunton Green Rail Station","","U",551454,157500,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CRFD","CRFD","CRY","Crayford Rail Station","","U",551510,174395,"2003-11-04T00:00:00","2010-05-14T17:36:24",2,"rev"
"9100AUDLEYE","AUDLEYE","AUD","Audley End Rail Station","","U",551600,236300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PNSHRST","PNSHRST","PHR","Penshurst Rail Station","","U",551957,146480,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100RNHAME","RNHAME","RNM","Rainham (London) Rail Station","","U",552095,182030,"2003-11-04T00:00:00","2010-05-27T19:04:08",2,"rev"
"9100NEWPRTE","NEWPRTE","NWE","Newport (Essex) Rail Station","","U",552231,233584,"2005-04-21T00:00:00","2006-09-18T18:24:34",1,"rev"
