"AtcoCode","TiplocCode","CrsCode","StationName","StationNameLang","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"9100BLARATH","BLARATH","BLA","Blair Atholl Rail Station","","U",287000,765300,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100SHTT","SHTT","SHS","Shotts Rail Station","","U",287420,659840,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100NSTCYRE","NSTCYRE","NTC","Newton St Cyres Rail Station","","U",288040,98910,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100NAIRN","NAIRN","NRN","Nairn Rail Station","","U",288160,856010,"2003-11-04T00:00:00","2010-02-25T14:54:27",2,"rev"
"9100FALKRKH","FALKRKH","FKK","Falkirk High Rail Station","","U",288300,679100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LLWRTYW","LLWRTYW","LNW","Llanwrtyd Rail Station","","U",288310,246410,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LANARK","LANARK","LNK","Lanark Rail Station","","U",288575,643660,"2003-11-04T00:00:00","2011-02-14T14:58:53",2,"rev"
"9100FALKRKG","FALKRKG","FKG","Falkirk Grahamston Rail Station","","U",288780,680290,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ALLOA","ALLOA","ALO","Alloa Rail Station","","U",288800,693115,"2008-03-25T07:46:40","2008-03-25T07:46:40",0,"new"
"9100PAIGNTN","PAIGNTN","PGN","Paignton Rail Station","","U",288960,60600,"2003-11-04T00:00:00","2010-10-06T16:42:54",5,"rev"
"9100FORSNRD","FORSNRD","FRS","Forsinard Rail Station","","U",289100,942500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100TONDU","TONDU","TDU","Tondu Rail Station","","U",289460,184370,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100AVIEMRE","AVIEMRE","AVM","Aviemore Rail Station","","U",289566,812339,"2003-11-04T00:00:00","2010-02-25T14:57:24",5,"rev"
"9100SARN","SARN","SRR","Sarn Rail Station","","U",289830,183400,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CARRBDG","CARRBDG","CAG","Carrbridge Rail Station","","U",289878,822465,"2003-11-04T00:00:00","2010-02-25T14:56:34",2,"rev"
"9100KILDONN","KILDONN","KIL","Kildonan Rail Station","","U",290150,921740,"2003-11-04T00:00:00","2010-02-25T14:51:29",2,"rev"
"9100TORRE","TORRE","TRR","Torre Rail Station","","U",290360,64850,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WLDMILL","WLDMILL","WMI","Wildmill Rail Station","","U",290500,181400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100TORQUAY","TORQUAY","TQY","Torquay Rail Station","","U",290555,63505,"2003-11-04T00:00:00","2010-10-06T16:42:54",2,"rev"
"9100BLKRDGE","BLKRDGE","BKR","Blackridge Rail Station","","U",290582,667064,"2010-09-27T10:44:16","2014-11-11T10:44:16",0,"new"
"9100BRORA","BRORA","BRA","Brora Rail Station","","U",290657,904141,"2003-11-04T00:00:00","2007-10-11T16:51:10",3,"rev"
"9100BRGEND","BRGEND","BGN","Bridgend Rail Station","","U",290769,179848,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100EXETRSD","EXETRSD","EXD","Exeter St Davids Rail Station","","U",291175,93320,"2003-11-04T00:00:00","2009-07-22T15:06:57",3,"rev"
"9100EXETRST","EXETRST","EXT","Exeter St Thomas Rail Station","","U",291461,91965,"2003-11-04T00:00:00","2009-06-19T14:22:45",2,"rev"
"9100EXETERC","EXETERC","EXC","Exeter Central Rail Station","","U",291875,92995,"2003-11-04T00:00:00","2009-01-19T13:00:36",2,"rev"
"9100FAULDHS","FAULDHS","FLD","Fauldhouse Rail Station","","U",292380,660140,"2005-03-17T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100STJAMSP","STJAMSP","SJP","St James Park (Devon) Rail Station","","U",292682,93498,"2005-04-04T00:00:00","2009-01-19T13:00:36",2,"rev"
"9100GLNEGLS","GLNEGLS","GLE","Gleneagles Rail Station","","U",292900,710500,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100POLMONT","POLMONT","PMT","Polmont Rail Station","","U",293100,678190,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LLGMMRW","LLGMMRW","LLM","Llangammarch Rail Station","","U",293630,247360,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PTLCHRY","PTLCHRY","PIT","Pitlochry Rail Station","","U",293830,758100,"2005-03-18T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100TREHRBT","TREHRBT","TRB","Treherbert Rail Station","","U",293860,198170,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ARMDALE","ARMDALE","ARM","Armadale (W Lothian) Rail Station","","U",294050,667140,"2010-09-27T10:44:16","2010-09-27T10:44:16",0,"new"
"9100POLSBDG","POLSBDG","POL","Polsloe Bridge Rail Station","","U",294097,93483,"2005-04-04T00:00:00","2009-01-19T13:00:36",2,"rev"
"9100TEINMTH","TEINMTH","TGM","Teignmouth Rail Station","","U",294200,73100,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100ABGLELE","ABGLELE","AGL","Abergele & Pensarn Rail Station","","U",294612,378681,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100YNYSWEN","YNYSWEN","YNW","Ynyswen Rail Station","","U",294860,197340,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CRSTRS","CRSTRS","CRS","Carstairs Rail Station","","U",295213,645437,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GARTH","GARTH","GTH","Garth (Powys) Rail Station","","U",295380,249430,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BREICH","BREICH","BRC","Breich Rail Station","","U",295600,660600,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100TREORCY","TREORCY","TRY","Treorchy Rail Station","","U",295940,196490,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PENCOED","PENCOED","PCD","Pencoed Rail Station","","U",296000,181700,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DIGBY","DIGBY","DIG","Digby & Sowton Rail Station","","U",296062,91520,"2003-11-04T00:00:00","2010-10-06T16:42:54",2,"rev"
"9100NWCOURT","NWCOURT","NCO","Newcourt Rail Station","","U",296097,90524,"2015-03-31T11:04:00","2015-03-31T11:04:00",1,"rev"
"9100DAWLISH","DAWLISH","DWL","Dawlish Rail Station","","U",296400,76700,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100PINHOE","PINHOE","PIN","Pinhoe Rail Station","","U",296413,94160,"2005-04-04T00:00:00","2010-07-05T19:27:58",2,"rev"
"9100TOPSHAM","TOPSHAM","TOP","Topsham Rail Station","","U",296646,88419,"2003-11-04T00:00:00","2009-01-19T13:00:36",2,"rev"
"9100STBEES","STBEES","SBS","St Bees Rail Station","","U",297035,511965,"2003-11-04T00:00:00","2011-03-07T15:31:51",2,"rev"
"9100LLNWTMR","LLNWTMR","LWM","Llantwit Major Rail Station","","U",297050,168900,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100TONPNTR","TONPNTR","TPN","Ton Pentre Rail Station","","U",297270,195380,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WHITHVN","WHITHVN","WTH","Whitehaven Rail Station","","U",297460,518690,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100DUMFRES","DUMFRES","DMF","Dumfries Rail Station","","U",297660,576520,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100STRCROS","STRCROS","SCS","Starcross Rail Station","","U",297700,81900,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100CRCK","CRCK","CKL","Corkickle Rail Station","","U",297740,517420,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BTHGATE","BTHGATE","BHG","Bathgate Rail Station","","U",297790,668324,"2003-11-04T00:00:00","2010-11-02T15:57:53",2,"rev"
"9100PARTON","PARTON","PRN","Parton Rail Station","","U",297900,520610,"2005-03-17T00:00:00","2011-03-07T15:31:51",2,"rev"
"9100DAWLSHW","DAWLSHW","DWW","Dawlish Warren Rail Station","","U",297930,78660,"2003-11-04T00:00:00","2010-10-06T16:42:54",2,"rev"
"9100EXTON","EXTON","EXN","Exton Rail Station","","U",298043,86399,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LYMPSTC","LYMPSTC","LYC","Lympstone Commando Rail Station","","U",298260,85720,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100NETHRTN","NETHRTN","NRT","Nethertown Rail Station","","U",298585,507910,"2005-04-04T00:00:00","2011-03-07T15:31:51",2,"rev"
"9100YTRHOND","YTRHOND","YSR","Ystrad Rhondda Rail Station","","U",298610,194890,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LYMPSTN","LYMPSTN","LYM","Lympstone Village Rail Station","","U",298925,84156,"2003-11-04T00:00:00","2009-01-19T13:00:36",2,"rev"
"9100HNGT","HNGT","HRR","Harrington Rail Station","","U",298995,525385,"2003-11-04T00:00:00","2011-03-07T15:31:51",2,"rev"
"9100ADIEWEL","ADIEWEL","ADW","Addiewell Rail Station","","U",299500,662300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LLWYNYP","LLWYNYP","LLY","Llwynypia Rail Station","","U",299500,193800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WKNT","WKNT","WKG","Workington Rail Station","","U",299526,528892,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100TNYPNDY","TNYPNDY","TNP","Tonypandy Rail Station","","U",299790,192210,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CBRK","CBRK","CBK","Cranbrook Rail Station","","U",299891,95461,"2015-01-29T14:41:00","2015-01-29T14:41:00",1,"rev"
"9100EXMOUTH","EXMOUTH","EXM","Exmouth Rail Station","","U",300002,81170,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BRYSTNS","BRYSTNS","BYS","Braystones Rail Station","","U",300100,505978,"2003-11-04T00:00:00","2011-03-09T14:33:35",3,"rev"
"9100LLHARAN","LLHARAN","LLR","Llanharan Rail Station","","U",300170,183060,"2007-09-21T09:58:52","2007-09-21T09:58:52",0,"new"
"9100ALTNBRC","ALTNBRC","ABC","Altnabreac Rail Station","","U",300340,945680,"2003-11-04T00:00:00","2010-02-25T14:50:59",2,"rev"
"9100ABDARE","ABDARE","ABA","Aberdare Rail Station","","U",300400,202800,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100CILMERY","CILMERY","CIM","Cilmeri Rail Station","","U",300440,251250,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LNLTHGW","LNLTHGW","LIN","Linlithgow Rail Station","","U",300510,677090,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DINASR","DINASR","DMG","Dinas (Rhondda) Rail Station","","U",300570,191980,"2005-03-17T00:00:00","2006-11-15T14:15:00",2,"rev"
"9100RHYL","RHYL","RHL","Rhyl Rail Station","","U",300900,381200,"2003-11-04T00:00:00","2007-02-13T17:06:21",4,"rev"
"9100WCALDER","WCALDER","WCL","West Calder Rail Station","","U",302000,663400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100FLIMBY","FLIMBY","FLM","Flimby Rail Station","","U",302070,533800,"2005-04-04T00:00:00","2011-03-07T15:31:51",4,"rev"
"9100SELAFLD","SELAFLD","SEL","Sellafield Rail Station","","U",302080,503400,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HELMSDL","HELMSDL","HMS","Helmsdale Rail Station","","U",302380,915475,"2003-11-04T00:00:00","2010-02-25T14:51:41",4,"rev"
"9100CMBH","CMBH","CMH","Cwmbach Rail Station","","U",302400,201300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BUILTHR","BUILTHR","BHR","Builth Road Rail Station","","U",302500,253300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PORH","PORH","POR","Porth Rail Station","","U",302660,191350,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CARSWS","CARSWS","CWS","Caersws Rail Station","","U",302890,291880,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100FORRES","FORRES","FOR","Forres Rail Station","","U",303018,859073,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DUNKELD","DUNKELD","DKD","Dunkeld & Birnam Rail Station","","U",303080,741680,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PONYCLN","PONYCLN","PYC","Pontyclun Rail Station","","U",303460,181459,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LVNSTNN","LVNSTNN","LSN","Livingston North Rail Station","","U",303537,668663,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100FERNHIL","FERNHIL","FER","Fernhill Rail Station","","U",303600,199560,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SEASCAL","SEASCAL","SSC","Seascale Rail Station","","U",303715,501060,"2003-11-04T00:00:00","2011-03-07T15:31:51",2,"rev"
"9100MPRT","MPRT","MRY","Maryport Rail Station","","U",303840,536170,"2003-11-04T00:00:00","2011-03-07T15:31:51",4,"rev"
"9100TREHAFD","TREHAFD","TRH","Trehafod Rail Station","","U",304470,191050,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100TIVIPW","TIVIPW","TVP","Tiverton Parkway Rail Station","","U",304520,113960,"2003-11-04T00:00:00","2010-10-06T16:42:54",2,"rev"
"9100WHIMPLE","WHIMPLE","WHM","Whimple Rail Station","","U",304590,97368,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100MASH","MASH","MTA","Mountain Ash Rail Station","","U",304940,198960,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100MERTHYR","MERTHYR","MER","Merthyr Tydfil Rail Station","","U",305010,206000,"2003-11-04T00:00:00","2011-05-18T16:57:18",5,"rev"
"9100LLDODW","LLDODW","LLO","Llandrindod Rail Station","","U",305930,261360,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PNTRBCH","PNTRBCH","PTB","Pentre-Bach Rail Station","","U",306000,203800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PNRHCBR","PNRHCBR","PER","Penrhiwceiber Rail Station","","U",306050,197670,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LVNSTNS","LVNSTNS","LVG","Livingston South Rail Station","","U",306140,665300,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100RHOOSE","RHOOSE","RIA","Rhoose Rail Station","","U",306200,166200,"2005-04-25T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100UPHALL","UPHALL","UHA","Uphall Rail Station","","U",306220,670570,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DRIGG","DRIGG","DRI","Drigg Rail Station","","U",306340,498900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PSTA","PSTA","PRT","Prestatyn Rail Station","","U",306400,383100,"2003-11-04T00:00:00","2007-02-13T17:06:21",4,"rev"
"9100TRDYRHW","TRDYRHW","TRD","Troed-y-Rhiw Rail Station","","U",307050,202380,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PTYPRID","PTYPRID","PPD","Pontypridd Rail Station","","U",307190,189800,"2005-03-18T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100MERTHRV","MERTHRV","MEV","Merthyr Vale Rail Station","","U",307700,199500,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ABRCYNS","ABRCYNS","ACY","Abercynon Rail Station","","U",308278,194824,"2003-11-04T00:00:00","2008-06-05T17:01:49",2,"rev"
"9100TREFRST","TREFRST","TRF","Trefforest Rail Station","","U",308300,188900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100RGLS","RGLS","RAV","Ravenglass Rail Station","","U",308540,496490,"2005-03-18T00:00:00","2011-03-07T15:31:51",2,"rev"
"9100QUAKRSY","QUAKRSY","QYD","Quakers Yard Rail Station","","U",308600,196600,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BOOTLE","BOOTLE","BOC","Bootle (Cumbria) Rail Station","","U",309370,489305,"2003-11-04T00:00:00","2010-09-27T10:45:06",2,"rev"
"9100FENITON","FENITON","FNT","Feniton Rail Station","","U",309485,99355,"2005-04-04T00:00:00","2010-10-06T16:42:54",2,"rev"
"9100SCSCLDR","SCSCLDR","SCT","Scotscalder Rail Station","","U",309600,956020,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DNFRMLE","DNFRMLE","DFE","Dunfermline Town Rail Station","","U",309668,687102,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100PYBONT","PYBONT","PNY","Pen-y-Bont Rail Station","","U",309900,264800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100KRKNWTN","KRKNWTN","KKN","Kirknewton Rail Station","","U",310500,667100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100TRFRSTE","TRFRSTE","TRE","Trefforest Estate Rail Station","","U",310670,186280,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BARRY","BARRY","BRY","Barry Rail Station","","U",310700,167200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100NWTP","NWTP","NWT","Newtown (Powys) Rail Station","","U",311100,291300,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100RHYMNEY","RHYMNEY","RHY","Rhymney Rail Station","","U",311110,207470,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ROSYTH","ROSYTH","ROS","Rosyth Rail Station","","U",311186,684546,"2005-04-04T00:00:00","2007-10-11T16:51:10",2,"rev"
"9100PERTH","PERTH","PTH","Perth Rail Station","","U",311220,723133,"2003-11-04T00:00:00","2008-10-20T16:38:42",2,"rev"
"9100THURSO","THURSO","THS","Thurso Rail Station","","U",311300,967920,"2003-11-04T00:00:00","2010-02-25T14:50:33",4,"rev"
"9100BARRYIS","BARRYIS","BYI","Barry Island Rail Station","","U",311500,166700,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DNFRMQM","DNFRMQM","DFL","Dunfermline Queen Margaret Rail Station","","U",311630,688440,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PNTLTYN","PNTLTYN","PLT","Pontlottyn Rail Station","","U",311800,206100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BARRYDK","BARRYDK","BYD","Barry Docks Rail Station","","U",312400,167800,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100TAFFSWL","TAFFSWL","TAF","Taffs Well Rail Station","","U",312510,183190,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100IVRKTHG","IVRKTHG","INK","Inverkeithing Rail Station","","U",313100,683300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100SILCRFT","SILCRFT","SIC","Silecroft Rail Station","","U",313100,481960,"2005-04-04T00:00:00","2011-03-07T15:31:51",2,"rev"
"9100NQNSFRY","NQNSFRY","NQU","North Queensferry Rail Station","","U",313150,680830,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CADOXTN","CADOXTN","CAD","Cadoxton Rail Station","","U",313240,168880,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100RADYR","RADYR","RDR","Radyr Rail Station","","U",313475,180450,"2005-03-18T00:00:00","2011-03-24T17:35:58",2,"rev"
"9100LCKRBIE","LCKRBIE","LOC","Lockerbie Rail Station","","U",313780,581800,"2003-11-04T00:00:00","2007-02-13T17:06:21",3,"rev"
"9100DLMY","DLMY","DAM","Dalmeny Rail Station","","U",313900,677900,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DOLAU","DOLAU","DOL","Dolau Rail Station","","U",313920,267110,"2005-03-17T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100TIRPHIL","TIRPHIL","TIR","Tir-phil Rail Station","","U",314000,203200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100YSTRADM","YSTRADM","YSM","Ystrad Mynach Rail Station","","U",314200,194300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ASPTRIA","ASPTRIA","ASP","Aspatria Rail Station","","U",314390,541260,"2003-11-04T00:00:00","2011-03-07T15:31:51",3,"rev"
"9100FRWATER","FRWATER","FRW","Fairwater Rail Station","","U",314440,177940,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DANESCT","DANESCT","DCT","Danescourt Rail Station","","U",314447,178674,"2003-11-04T00:00:00","2008-09-15T17:10:46",2,"rev"
"9100CORYTON","CORYTON","COY","Coryton Rail Station","","U",314630,180888,"2003-11-04T00:00:00","2011-03-24T17:35:58",2,"rev"
"9100LLBRDCH","LLBRDCH","LNB","Llanbradach Rail Station","","U",314700,190100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WAUNGRN","WAUNGRN","WNG","Waun-gron Park Rail Station","","U",314720,177300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LLANDAF","LLANDAF","LLN","Llandaf Rail Station","","U",314830,179550,"2005-03-18T00:00:00","2011-03-24T17:35:58",2,"rev"
"9100ABER","ABER","ABE","Aber Rail Station","","U",314870,186950,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DALGETY","DALGETY","DAG","Dalgety Bay Rail Station","","U",314890,684090,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100ERGNCHP","ERGNCHP","ECP","Energlyn & Churchill Park Rail Station","","U",314957,187866,"2013-09-18T14:49:53","2013-09-18T14:49:53",0,"new"
"9100PENGAM","PENGAM","PGM","Pengam Rail Station","","U",315030,197570,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BARGOED","BARGOED","BGD","Bargoed Rail Station","","U",315100,200000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BRITHDR","BRITHDR","BHD","Brithdir Rail Station","","U",315200,202000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100WHCH","WHCH","WHT","Whitchurch (Cardiff) Rail Station","","U",315225,180913,"2003-11-04T00:00:00","2011-03-24T17:35:58",3,"rev"
"9100GLFCHFR","GLFCHFR","GFF","Gilfach Fargoed Rail Station","","U",315300,199100,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DINASP","DINASP","DNS","Dinas Powys Rail Station","","U",315400,171000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HENGOED","HENGOED","HNG","Hengoed Rail Station","","U",315400,195000,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GRGMASJ","GRGMASJ","GGJ","Georgemas Junction Rail Station","","U",315500,959300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CRPHLY","CRPHLY","CPH","Caerphilly Rail Station","","U",315650,186560,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100RHIWBNA","RHIWBNA","RHI","Rhiwbina Rail Station","","U",315870,180950,"2005-03-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100EASTBRK","EASTBRK","EBK","Eastbrook Rail Station","","U",316260,171650,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100BSPSLYD","BSPSLYD","BIB","Bishop's Lydeard","","U",316388,129039,"2007-11-07T00:00:00","2010-10-13T15:31:21",1,"rev"
"9100HONITON","HONITON","HON","Honiton Rail Station","","U",316460,100340,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CWDNBTH","CWDNBTH","COW","Cowdenbeath Rail Station","","U",316570,691850,"2003-11-04T00:00:00","2006-09-18T18:24:34",2,"rev"
"9100NINIANP","NINIANP","NNP","Ninian Park Rail Station","","U",316640,175980,"2005-04-04T00:00:00","2011-03-24T17:35:58",2,"rev"
"9100BCHGRV","BCHGRV","BCG","Birchgrove Rail Station","","U",316711,180978,"2003-11-04T00:00:00","2009-11-12T15:42:53",2,"rev"
"9100TYGLAS","TYGLAS","TGS","Ty Glas Rail Station","","U",317080,180970,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100EBWVTN","EBWVTN","EBB","Ebbw Vale Town Rail Station","","U",317128,209353,"2015-01-16T15:12:00","2015-01-16T15:12:00",1,"rev"
"9100MLLM","MLLM","MLM","Millom Rail Station","","U",317200,480200,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LLBSTRD","LLBSTRD","LLT","Llanbister Road Rail Station","","U",317420,271620,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100GNTN","GNTN","GTN","Grangetown (Cardiff) Rail Station","","U",317455,174965,"2003-11-04T00:00:00","2011-03-24T17:35:58",3,"rev"
"9100COGAN","COGAN","CGN","Cogan Rail Station","","U",317460,172560,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100EBWVPWY","EBWVPWY","EBV","Ebbw Vale Parkway Rail Station","","U",317539,207172,"2008-01-11T09:13:42","2008-01-11T09:13:42",0,"new"
"9100EDINGWY","EDINGWY","EGY","Edinburgh Gateway Rail Station","","U",317632,672775,"2016-09-24T00:00:00","2016-09-24T00:00:00",0,"new"
"9100CURRIEH","CURRIEH","CUH","Curriehill Rail Station","","U",317640,668280,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LTHH","LTHH","LVT","Lisvane & Thornhill Rail Station","","U",317880,183520,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100DGLROAD","DGLROAD","DGL","Dingle Road Rail Station","","U",318040,171890,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HEATHLL","HEATHLL","HLL","Heath Low Level Rail Station","","U",318080,180300,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100LLISHEN","LLISHEN","LLS","Llanishen Rail Station","","U",318110,182200,"2005-04-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100HEATHHL","HEATHHL","HHL","Heath High Level Rail Station","","U",318111,180385,"2003-11-04T00:00:00","2011-03-24T17:35:58",2,"rev"
"9100CRDFCEN","CRDFCEN","CDF","Cardiff Central Rail Station","","U",318194,175889,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100CATHAYS","CATHAYS","CYS","Cathays Rail Station","","U",318260,177320,"2003-11-04T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100EDINPRK","EDINPRK","EDP","Edinburgh Park Rail Station","","U",318390,671270,"2005-02-18T00:00:00","2006-09-18T18:24:34",1,"rev"
"9100PENARTH","PENARTH","PEN","Penarth Rail Station","","U",318460,171420,"2005-03-17T00:00:00","2006-09-18T18:24:34",1,"rev"
